Device,r/s,rkB/s,rrqm/s,%rrqm,r_await,rareq-sz,w/s,wkB/s,wrqm/s,%wrqm,w_await,wareq-sz,d/s,dkB/s,drqm/s,%drqm,d_await,dareq-sz,aqu-sz,%util
nvme0n1,81628.24,326514.29,0.00,0.00,0.57,4.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.47,81.78
nvme0n1,211948.00,847792.00,0.00,0.00,0.27,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.94,100.00
nvme0n1,212363.00,849452.00,0.00,0.00,0.27,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.26,100.00
nvme0n1,215798.00,863192.00,0.00,0.00,0.27,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.74,100.00
nvme0n1,214056.00,856224.00,0.00,0.00,0.27,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.13,100.00
nvme0n1,214303.00,857212.00,0.00,0.00,0.27,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.55,100.00
nvme0n1,215012.00,860048.00,0.00,0.00,0.27,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.59,100.00
nvme0n1,192427.00,769708.00,0.00,0.00,0.26,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.07,100.00
nvme0n1,186223.00,744892.00,0.00,0.00,0.24,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.58,100.00
nvme0n1,188654.00,754616.00,0.00,0.00,0.25,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.98,100.00
nvme0n1,169585.00,678340.00,0.00,0.00,0.28,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.06,100.00
nvme0n1,184876.00,739504.00,0.00,0.00,0.24,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.69,100.00
nvme0n1,186243.00,744972.00,0.00,0.00,0.24,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.22,100.00
nvme0n1,184546.00,738184.00,0.00,0.00,0.24,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.59,100.00
nvme0n1,185332.00,741328.00,0.00,0.00,0.24,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.79,100.00
nvme0n1,183748.00,734992.00,0.00,0.00,0.25,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.78,100.00
nvme0n1,186945.00,747780.00,0.00,0.00,0.24,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.24,100.00
nvme0n1,185237.00,740948.00,0.00,0.00,0.24,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.14,100.00
nvme0n1,185810.00,743240.00,0.00,0.00,0.24,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.46,100.00
nvme0n1,185528.00,742112.00,0.00,0.00,0.24,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.78,100.00
nvme0n1,186174.00,744696.00,0.00,0.00,0.24,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.21,100.00
nvme0n1,185514.00,742056.00,0.00,0.00,0.24,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.91,100.00
nvme0n1,186094.00,744376.00,0.00,0.00,0.24,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.33,100.00
nvme0n1,185728.00,742912.00,0.00,0.00,0.24,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.34,100.00
nvme0n1,184210.00,736840.00,0.00,0.00,0.25,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.71,100.00
nvme0n1,185266.00,741068.00,0.00,0.00,0.24,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.79,100.00
nvme0n1,186322.00,745284.00,0.00,0.00,0.24,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.45,100.00
nvme0n1,187378.00,749512.00,0.00,0.00,0.23,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.79,100.00
nvme0n1,185639.00,742556.00,0.00,0.00,0.24,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.70,100.00
nvme0n1,185697.00,742788.00,0.00,0.00,0.24,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.71,100.00
