Device,r/s,rkB/s,rrqm/s,%rrqm,r_await,rareq-sz,w/s,wkB/s,wrqm/s,%wrqm,w_await,wareq-sz,d/s,dkB/s,drqm/s,%drqm,d_await,dareq-sz,aqu-sz,%util
nvme0n1,1016.39,5478.31,0.00,0.00,0.41,5.39,17.15,1642.73,0.42,2.37,44.72,95.81,0.00,1695.50,0.00,0.00,5.44,2093799.13,1.18,3.35
nvme0n1,4261.00,273148.00,0.00,0.00,0.18,64.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,100.00
nvme0n1,4304.00,268416.00,0.00,0.00,0.18,62.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,100.00
nvme0n1,4306.00,275756.00,0.00,0.00,0.18,64.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,100.00
nvme0n1,4281.00,269804.00,0.00,0.00,0.18,63.02,2.00,12.00,1.00,33.33,0.50,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,100.00
nvme0n1,4298.00,272224.00,0.00,0.00,0.18,63.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,100.00
nvme0n1,4280.00,270140.00,0.00,0.00,0.18,63.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4299.00,268844.00,0.00,0.00,0.18,62.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4296.00,270376.00,0.00,0.00,0.18,62.94,1.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,100.00
nvme0n1,4279.00,274956.00,0.00,0.00,0.18,64.26,2.00,12.00,1.00,33.33,1.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,100.00
nvme0n1,4325.00,270720.00,0.00,0.00,0.18,62.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,100.00
nvme0n1,4295.00,269564.00,0.00,0.00,0.18,62.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,100.00
nvme0n1,4200.00,277124.00,0.00,0.00,0.19,65.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,100.00
nvme0n1,4362.00,272916.00,0.00,0.00,0.18,62.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4273.00,263120.00,0.00,0.00,0.18,61.58,2.00,12.00,1.00,33.33,0.50,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4246.00,272660.00,0.00,0.00,0.18,64.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4292.00,274504.00,0.00,0.00,0.18,63.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,100.00
nvme0n1,4218.00,267508.00,0.00,0.00,0.19,63.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4275.00,267884.00,0.00,0.00,0.18,62.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4253.00,269792.00,0.00,0.00,0.19,63.44,2.00,12.00,1.00,33.33,0.50,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,100.00
nvme0n1,4304.00,269560.00,0.00,0.00,0.18,62.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,100.00
nvme0n1,4247.00,275880.00,0.00,0.00,0.19,64.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,100.00
nvme0n1,4294.00,270692.00,0.00,0.00,0.18,63.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,100.00
nvme0n1,3148.00,200320.00,0.00,0.00,0.27,63.63,9239.00,927696.00,1.00,0.01,0.20,100.41,0.00,0.00,0.00,0.00,0.00,0.00,2.71,100.00
nvme0n1,551.00,36204.00,0.00,0.00,1.75,65.71,28192.00,2844068.00,3.00,0.01,2.84,100.88,0.00,0.00,0.00,0.00,0.00,0.00,80.96,100.00
nvme0n1,523.00,34668.00,0.00,0.00,1.85,66.29,28078.00,2827044.00,2.00,0.01,3.49,100.69,0.00,0.00,0.00,0.00,0.00,0.00,98.97,100.00
nvme0n1,2077.00,127880.00,0.00,0.00,0.43,61.57,16918.00,1703716.00,0.00,0.00,3.37,100.70,0.00,0.00,0.00,0.00,0.00,0.00,57.91,100.00
nvme0n1,4234.00,271368.00,0.00,0.00,0.18,64.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4284.00,269372.00,0.00,0.00,0.18,62.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4294.00,269972.00,0.00,0.00,0.18,62.87,2.00,12.00,1.00,33.33,0.50,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
