Device,r/s,rkB/s,rrqm/s,%rrqm,r_await,rareq-sz,w/s,wkB/s,wrqm/s,%wrqm,w_await,wareq-sz,d/s,dkB/s,drqm/s,%drqm,d_await,dareq-sz,aqu-sz,%util
nvme0n1,1016.47,5484.77,0.00,0.00,0.41,5.40,17.22,1649.89,0.42,2.36,44.54,95.83,0.00,1695.45,0.00,0.00,5.44,2093799.13,1.18,3.36
nvme0n1,4296.00,272524.00,0.00,0.00,0.18,63.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.40
nvme0n1,4227.00,268676.00,0.00,0.00,0.18,63.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,99.60
nvme0n1,4227.00,266720.00,0.00,0.00,0.19,63.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4262.00,271056.00,0.00,0.00,0.18,63.60,2.00,12.00,1.00,33.33,0.50,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,100.40
nvme0n1,4268.00,267156.00,0.00,0.00,0.18,62.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4280.00,266432.00,0.00,0.00,0.18,62.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,100.00
nvme0n1,4255.00,269376.00,0.00,0.00,0.18,63.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,100.00
nvme0n1,4228.00,271808.00,0.00,0.00,0.19,64.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,100.00
nvme0n1,4248.00,277144.00,0.00,0.00,0.19,65.24,2.00,12.00,1.00,33.33,0.50,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,100.00
nvme0n1,4225.00,274800.00,0.00,0.00,0.19,65.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,100.00
nvme0n1,4275.00,265844.00,0.00,0.00,0.18,62.19,1.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4253.00,268408.00,0.00,0.00,0.18,63.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4180.00,272060.00,0.00,0.00,0.19,65.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,100.00
nvme0n1,4287.00,265276.00,0.00,0.00,0.18,61.88,2.00,12.00,1.00,33.33,0.50,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4315.00,269072.00,0.00,0.00,0.18,62.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4361.00,261380.00,0.00,0.00,0.18,59.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4256.00,276720.00,0.00,0.00,0.19,65.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,100.00
nvme0n1,4247.00,270680.00,0.00,0.00,0.18,63.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,100.00
nvme0n1,4219.00,277248.00,0.00,0.00,0.19,65.71,2.00,12.00,1.00,33.33,0.50,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,100.00
nvme0n1,4226.00,268812.00,0.00,0.00,0.19,63.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,100.00
nvme0n1,4236.00,269608.00,0.00,0.00,0.19,63.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,100.00
nvme0n1,4197.00,268920.00,0.00,0.00,0.19,64.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4272.00,273496.00,0.00,0.00,0.18,64.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,100.00
nvme0n1,4245.00,269260.00,0.00,0.00,0.19,63.43,2.00,12.00,1.00,33.33,0.50,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,100.00
nvme0n1,4276.00,270444.00,0.00,0.00,0.18,63.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,2671.00,167540.00,0.00,0.00,0.32,62.73,12998.00,1279892.00,0.00,0.00,0.33,98.47,0.00,0.00,0.00,0.00,0.00,0.00,5.21,100.00
nvme0n1,529.00,34648.00,0.00,0.00,1.82,65.50,28732.00,2830328.00,0.00,0.00,3.06,98.51,0.00,0.00,0.00,0.00,0.00,0.00,88.89,100.00
nvme0n1,550.00,34784.00,0.00,0.00,1.75,63.24,28652.00,2818060.00,1.00,0.00,3.36,98.35,0.00,0.00,0.00,0.00,0.00,0.00,97.29,100.00
nvme0n1,2444.00,155260.00,0.00,0.00,0.36,63.53,13859.00,1363196.00,1.00,0.01,3.37,98.36,0.00,0.00,0.00,0.00,0.00,0.00,47.60,100.00
