Device,r/s,rkB/s,rrqm/s,%rrqm,r_await,rareq-sz,w/s,wkB/s,wrqm/s,%wrqm,w_await,wareq-sz,d/s,dkB/s,drqm/s,%drqm,d_await,dareq-sz,aqu-sz,%util
nvme0n1,1011.14,4475.69,0.00,0.00,0.40,4.43,6.04,582.42,0.41,6.35,124.50,96.41,0.00,1714.44,0.00,0.00,5.44,2093799.13,1.16,2.30
nvme0n1,511.00,32628.00,0.00,0.00,1.88,63.85,22467.00,2148700.00,70.00,0.31,0.74,95.64,0.00,0.00,0.00,0.00,0.00,0.00,17.63,100.00
nvme0n1,250.00,16652.00,0.00,0.00,3.86,66.61,17413.00,1668832.00,40.00,0.23,2.87,95.84,0.00,0.00,0.00,0.00,0.00,0.00,50.93,100.00
nvme0n1,146.00,9224.00,0.00,0.00,6.87,63.18,10874.00,1048752.00,1.00,0.01,0.35,96.45,0.00,0.00,0.00,0.00,0.00,0.00,4.78,100.00
nvme0n1,3303.00,208948.00,0.00,0.00,0.25,63.26,2261.00,215396.00,191.00,7.79,1.07,95.27,0.00,0.00,0.00,0.00,0.00,0.00,3.27,100.00
nvme0n1,4222.00,273596.00,0.00,0.00,0.19,64.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4231.00,273204.00,0.00,0.00,0.18,64.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.40
nvme0n1,4230.00,275544.00,0.00,0.00,0.19,65.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,99.60
nvme0n1,4253.00,272624.00,0.00,0.00,0.18,64.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4209.00,272372.00,0.00,0.00,0.19,64.71,2.00,16.00,2.00,50.00,2.50,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,100.00
nvme0n1,4305.00,273612.00,0.00,0.00,0.18,63.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4247.00,271960.00,0.00,0.00,0.18,64.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.40
nvme0n1,4229.00,275968.00,0.00,0.00,0.19,65.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,99.60
nvme0n1,4280.00,272620.00,0.00,0.00,0.18,63.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.40
nvme0n1,4263.00,270904.00,0.00,0.00,0.18,63.55,2.00,12.00,1.00,33.33,2.50,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,99.60
nvme0n1,4244.00,272164.00,0.00,0.00,0.18,64.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.40
nvme0n1,4195.00,275376.00,0.00,0.00,0.19,65.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4194.00,277132.00,0.00,0.00,0.19,66.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4191.00,267528.00,0.00,0.00,0.19,63.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4183.00,273760.00,0.00,0.00,0.19,65.45,2.00,12.00,1.00,33.33,2.50,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4230.00,274336.00,0.00,0.00,0.18,64.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4213.00,269128.00,0.00,0.00,0.18,63.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.77,100.00
nvme0n1,4128.00,273188.00,0.00,0.00,0.19,66.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4185.00,276436.00,0.00,0.00,0.19,66.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4200.00,271388.00,0.00,0.00,0.18,64.62,2.00,12.00,1.00,33.33,3.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4225.00,271536.00,0.00,0.00,0.18,64.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4236.00,273908.00,0.00,0.00,0.18,64.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4252.00,270948.00,0.00,0.00,0.18,63.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4217.00,274980.00,0.00,0.00,0.19,65.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,100.00
nvme0n1,4264.00,270412.00,0.00,0.00,0.18,63.42,2.00,12.00,1.00,33.33,2.50,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
