Device,r/s,rkB/s,rrqm/s,%rrqm,r_await,rareq-sz,w/s,wkB/s,wrqm/s,%wrqm,w_await,wareq-sz,d/s,dkB/s,drqm/s,%drqm,d_await,dareq-sz,aqu-sz,%util
nvme0n1,1010.85,4439.50,0.00,0.00,0.40,4.39,5.62,542.17,0.41,6.75,133.64,96.42,0.00,1714.95,0.00,0.00,5.44,2093799.13,1.16,2.27
nvme0n1,2764.00,190452.00,0.00,0.00,0.31,68.90,3828.00,341180.00,8.00,0.21,0.26,89.13,0.00,0.00,0.00,0.00,0.00,0.00,1.84,100.00
nvme0n1,178.00,11252.00,0.00,0.00,5.48,63.21,11650.00,1050172.00,8.00,0.07,0.23,90.14,0.00,0.00,0.00,0.00,0.00,0.00,3.64,100.00
nvme0n1,163.00,11124.00,0.00,0.00,6.18,68.25,11964.00,1076816.00,75.00,0.62,0.31,90.00,0.00,0.00,0.00,0.00,0.00,0.00,4.77,100.00
nvme0n1,120.00,8728.00,0.00,0.00,8.32,72.73,11797.00,1062624.00,66.00,0.56,0.36,90.08,0.00,0.00,0.00,0.00,0.00,0.00,5.22,99.60
nvme0n1,115.00,6752.00,0.00,0.00,8.57,58.71,12016.00,1088572.00,99.00,0.82,0.36,90.59,0.00,0.00,0.00,0.00,0.00,0.00,5.32,100.40
nvme0n1,192.00,12700.00,0.00,0.00,5.15,66.15,11428.00,1036012.00,381.00,3.23,0.25,90.66,0.00,0.00,0.00,0.00,0.00,0.00,3.92,99.60
nvme0n1,184.00,12248.00,0.00,0.00,5.38,66.57,11683.00,1050836.00,2.00,0.02,0.24,89.95,0.00,0.00,0.00,0.00,0.00,0.00,3.84,100.00
nvme0n1,107.00,7968.00,0.00,0.00,9.31,74.47,11528.00,1052468.00,0.00,0.00,1.22,91.30,0.00,0.00,0.00,0.00,0.00,0.00,15.10,100.00
nvme0n1,880.00,60360.00,0.00,0.00,1.08,68.59,9292.00,832596.00,5.00,0.05,0.39,89.60,0.00,0.00,0.00,0.00,0.00,0.00,4.61,100.00
nvme0n1,3863.00,253892.00,0.00,0.00,0.19,65.72,3.00,336.00,81.00,96.43,0.33,112.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,99.60
