Device,r/s,rkB/s,rrqm/s,%rrqm,r_await,rareq-sz,w/s,wkB/s,wrqm/s,%wrqm,w_await,wareq-sz,d/s,dkB/s,drqm/s,%drqm,d_await,dareq-sz,aqu-sz,%util
nvme0n1,1007.68,4701.77,0.00,0.00,0.41,4.67,8.75,838.39,0.42,4.54,86.41,95.84,0.00,1701.72,0.00,0.00,5.44,2093799.13,1.17,3.02
nvme0n1,3346.00,216360.00,0.00,0.00,0.24,64.66,1946.00,175596.00,0.00,0.00,0.23,90.23,0.00,0.00,0.00,0.00,0.00,0.00,1.26,100.40
nvme0n1,187.00,12436.00,0.00,0.00,5.27,66.50,11794.00,1069916.00,4.00,0.03,0.28,90.72,0.00,0.00,0.00,0.00,0.00,0.00,4.35,100.00
nvme0n1,138.00,8556.00,0.00,0.00,7.17,62.00,11713.00,1075192.00,5.00,0.04,0.30,91.79,0.00,0.00,0.00,0.00,0.00,0.00,4.54,100.00
nvme0n1,134.00,8956.00,0.00,0.00,7.42,66.84,11518.00,1045828.00,6.00,0.05,0.50,90.80,0.00,0.00,0.00,0.00,0.00,0.00,6.77,100.00
nvme0n1,125.00,7732.00,0.00,0.00,7.94,61.86,11684.00,1058940.00,8.00,0.07,0.54,90.63,0.00,0.00,0.00,0.00,0.00,0.00,7.32,99.60
nvme0n1,219.00,14320.00,0.00,0.00,4.51,65.39,11687.00,1067064.00,2.00,0.02,0.36,91.30,0.00,0.00,0.00,0.00,0.00,0.00,5.16,100.00
nvme0n1,138.00,7804.00,0.00,0.00,7.21,56.55,11786.00,1072840.00,28.00,0.24,0.31,91.03,0.00,0.00,0.00,0.00,0.00,0.00,4.62,100.00
nvme0n1,231.00,14684.00,0.00,0.00,4.20,63.57,11619.00,1046176.00,1.00,0.01,0.22,90.04,0.00,0.00,0.00,0.00,0.00,0.00,3.47,100.00
nvme0n1,1088.00,72272.00,0.00,0.00,0.88,66.43,8729.00,788916.00,1.00,0.01,0.23,90.38,0.00,0.00,0.00,0.00,0.00,0.00,2.93,100.00
nvme0n1,3983.00,255152.00,0.00,0.00,0.20,64.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,3930.00,258820.00,0.00,0.00,0.20,65.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,3889.00,260484.00,0.00,0.00,0.20,66.98,2.00,16.00,2.00,50.00,3.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,100.00
nvme0n1,3930.00,263328.00,0.00,0.00,0.20,67.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,3932.00,263112.00,0.00,0.00,0.20,66.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,100.00
nvme0n1,3928.00,260384.00,0.00,0.00,0.20,66.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,3974.00,261004.00,0.00,0.00,0.19,65.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,3851.00,257516.00,0.00,0.00,0.20,66.87,2.00,12.00,1.00,33.33,2.50,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,100.00
nvme0n1,3824.00,253264.00,0.00,0.00,0.20,66.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,3727.00,248936.00,0.00,0.00,0.20,66.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.76,100.00
nvme0n1,3804.00,255192.00,0.00,0.00,0.20,67.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.77,100.00
nvme0n1,3769.00,248856.00,0.00,0.00,0.20,66.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.76,100.00
nvme0n1,3784.00,247180.00,0.00,0.00,0.20,65.32,2.00,12.00,1.00,33.33,2.50,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,2393.00,161660.00,0.00,0.00,0.20,67.56,4867.00,427700.00,0.00,0.00,0.88,87.88,0.00,0.00,0.00,0.00,0.00,0.00,4.79,100.00
nvme0n1,0.00,0.00,0.00,0.00,0.00,0.00,11952.00,1046164.00,0.00,0.00,13.65,87.53,0.00,0.00,0.00,0.00,0.00,0.00,163.15,100.00
nvme0n1,0.00,0.00,0.00,0.00,0.00,0.00,12360.00,1084380.00,4.00,0.03,15.71,87.73,0.00,0.00,0.00,0.00,0.00,0.00,194.19,100.00
