Device,r/s,rkB/s,rrqm/s,%rrqm,r_await,rareq-sz,w/s,wkB/s,wrqm/s,%wrqm,w_await,wareq-sz,d/s,dkB/s,drqm/s,%drqm,d_await,dareq-sz,aqu-sz,%util
nvme0n1,1017.89,5611.43,0.00,0.00,0.41,5.51,18.52,1774.38,0.42,2.20,41.51,95.83,0.00,1694.45,0.00,0.00,5.44,2093799.13,1.18,3.41
nvme0n1,4184.00,266480.00,0.00,0.00,0.19,63.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4175.00,273324.00,0.00,0.00,0.19,65.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,100.00
nvme0n1,1864.00,121868.00,0.00,0.00,0.48,65.38,18809.00,1823160.00,0.00,0.00,0.80,96.93,0.00,0.00,0.00,0.00,0.00,0.00,15.87,100.00
nvme0n1,304.00,18928.00,0.00,0.00,3.23,62.26,19133.00,1860732.00,1.00,0.01,3.25,97.25,0.00,0.00,0.00,0.00,0.00,0.00,63.17,99.60
nvme0n1,109.00,7444.00,0.00,0.00,9.08,68.29,10755.00,1044728.00,1.00,0.01,0.35,97.14,0.00,0.00,0.00,0.00,0.00,0.00,4.77,100.00
nvme0n1,247.00,16908.00,0.00,0.00,4.01,68.45,10750.00,1048028.00,0.00,0.00,0.25,97.49,0.00,0.00,0.00,0.00,0.00,0.00,3.67,100.40
nvme0n1,157.00,9620.00,0.00,0.00,6.27,61.27,11138.00,1076980.00,1.00,0.01,0.23,96.69,0.00,0.00,0.00,0.00,0.00,0.00,3.50,100.00
nvme0n1,228.00,15832.00,0.00,0.00,4.36,69.44,10960.00,1058136.00,0.00,0.00,0.24,96.55,0.00,0.00,0.00,0.00,0.00,0.00,3.60,100.00
nvme0n1,1625.00,106296.00,0.00,0.00,0.56,65.41,5964.00,576620.00,1.00,0.02,0.66,96.68,0.00,0.00,0.00,0.00,0.00,0.00,4.83,100.00
nvme0n1,4195.00,273880.00,0.00,0.00,0.19,65.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4197.00,272996.00,0.00,0.00,0.19,65.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4221.00,272856.00,0.00,0.00,0.19,64.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4176.00,268748.00,0.00,0.00,0.19,64.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4231.00,266100.00,0.00,0.00,0.18,62.89,3.00,16.00,1.00,25.00,2.00,5.33,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4218.00,280004.00,0.00,0.00,0.18,66.38,1.00,2048.00,0.00,0.00,0.00,2048.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4191.00,268648.00,0.00,0.00,0.19,64.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4196.00,270116.00,0.00,0.00,0.19,64.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4126.00,273640.00,0.00,0.00,0.19,66.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,100.00
nvme0n1,4201.00,265632.00,0.00,0.00,0.19,63.23,2.00,16.00,2.00,50.00,3.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,100.00
nvme0n1,4222.00,267680.00,0.00,0.00,0.18,63.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4218.00,271120.00,0.00,0.00,0.18,64.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4207.00,270840.00,0.00,0.00,0.18,64.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4205.00,266644.00,0.00,0.00,0.18,63.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4184.00,265008.00,0.00,0.00,0.19,63.34,2.00,12.00,1.00,33.33,2.50,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,100.00
nvme0n1,4177.00,268296.00,0.00,0.00,0.19,64.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4222.00,269672.00,0.00,0.00,0.18,63.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4106.00,269276.00,0.00,0.00,0.19,65.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4185.00,269316.00,0.00,0.00,0.19,64.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,100.00
nvme0n1,4087.00,267884.00,0.00,0.00,0.19,65.55,2.00,12.00,1.00,33.33,2.50,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,100.00
